"","ASSAULT","BATTERY","HOMICIDE","ROBBERY"
"2003-05-12",105,254,1,56
"2003-05-13",110,299,3,39
"2003-05-14",84,251,1,54
"2003-05-15",100,277,1,44
"2003-05-16",118,280,4,58
"2003-05-17",103,275,2,49
"2003-05-18",83,275,4,50
"2003-05-19",92,274,1,49
"2003-05-20",102,274,8,37
"2003-05-21",97,257,1,38
"2003-05-22",95,265,3,55
"2003-05-23",92,252,1,46
"2003-05-24",89,277,3,53
"2003-05-25",68,314,3,56
"2003-05-26",95,292,1,46
"2003-05-27",109,247,1,51
"2003-05-28",100,216,0,43
"2003-05-29",85,242,1,38
"2003-05-30",90,268,1,65
"2003-05-31",68,241,4,33
"2003-06-01",78,282,1,41
"2003-06-02",96,261,2,47
"2003-06-03",76,246,0,54
"2003-06-04",87,252,3,44
"2003-06-05",68,250,2,40
"2003-06-06",86,268,3,67
"2003-06-07",87,308,1,53
"2003-06-08",74,317,0,50
"2003-06-09",86,286,1,50
"2003-06-10",98,301,1,53
"2003-06-11",69,270,0,44
"2003-06-12",100,229,1,47
"2003-06-13",86,282,1,55
"2003-06-14",88,318,2,43
"2003-06-15",83,322,3,50
"2003-06-16",88,266,2,55
"2003-06-17",80,270,3,49
"2003-06-18",106,271,2,53
"2003-06-19",83,245,1,52
"2003-06-20",91,307,1,54
"2003-06-21",89,311,2,70
"2003-06-22",84,347,1,47
"2003-06-23",109,274,2,49
"2003-06-24",88,295,3,45
"2003-06-25",67,310,4,54
"2003-06-26",103,279,2,61
"2003-06-27",90,266,2,51
"2003-06-28",99,319,4,51
"2003-06-29",96,334,2,54
"2003-06-30",84,267,0,49
"2003-07-01",104,249,7,50
"2003-07-02",81,272,0,39
"2003-07-03",92,277,0,47
"2003-07-04",88,362,2,36
"2003-07-05",98,351,10,57
"2003-07-06",72,321,0,42
"2003-07-07",87,277,0,40
"2003-07-08",85,233,1,42
"2003-07-09",87,210,0,45
"2003-07-10",78,227,3,59
"2003-07-11",98,262,2,55
"2003-07-12",105,285,2,49
"2003-07-13",107,330,2,62
"2003-07-14",95,280,2,58
"2003-07-15",91,281,5,65
"2003-07-16",95,257,2,60
"2003-07-17",75,244,2,54
"2003-07-18",90,237,0,46
"2003-07-19",100,326,0,64
"2003-07-20",79,325,5,58
"2003-07-21",93,208,2,55
"2003-07-22",92,241,3,64
"2003-07-23",99,251,1,42
"2003-07-24",102,253,3,42
"2003-07-25",84,272,2,60
"2003-07-26",95,318,2,52
"2003-07-27",83,310,1,70
"2003-07-28",101,262,1,55
"2003-07-29",86,247,3,61
"2003-07-30",76,244,5,47
"2003-07-31",75,252,0,54
"2003-08-01",87,227,0,54
"2003-08-02",82,322,0,60
"2003-08-03",76,332,2,52
"2003-08-04",89,235,1,71
"2003-08-05",101,263,1,64
"2003-08-06",92,219,1,54
"2003-08-07",102,249,1,46
"2003-08-08",92,254,3,58
"2003-08-09",92,266,4,60
"2003-08-10",101,330,0,50
"2003-08-11",82,225,0,62
"2003-08-12",93,232,1,47
"2003-08-13",79,233,1,44
"2003-08-14",101,258,4,64
"2003-08-15",94,240,0,58
"2003-08-16",100,297,1,65
"2003-08-17",82,342,2,42
"2003-08-18",92,278,1,52
"2003-08-19",104,264,1,55
"2003-08-20",89,277,3,40
"2003-08-21",90,255,2,59
"2003-08-22",81,267,0,45
"2003-08-23",85,286,0,48
"2003-08-24",100,311,3,60
"2003-08-25",86,274,0,46
"2003-08-26",88,254,2,58
"2003-08-27",90,237,6,63
"2003-08-28",88,245,3,45
"2003-08-29",104,244,1,61
"2003-08-30",105,297,1,57
"2003-08-31",75,240,3,74
"2003-09-01",71,205,2,36
"2003-09-02",97,227,1,58
"2003-09-03",75,236,0,51
"2003-09-04",100,239,3,49
"2003-09-05",87,229,1,65
"2003-09-06",98,297,2,49
"2003-09-07",103,348,1,60
"2003-09-08",84,237,3,55
"2003-09-09",106,286,1,62
"2003-09-10",103,280,1,46
"2003-09-11",99,267,2,51
"2003-09-12",106,279,3,63
"2003-09-13",100,300,1,51
"2003-09-14",86,310,4,71
"2003-09-15",87,222,0,54
"2003-09-16",103,262,2,45
"2003-09-17",96,236,0,59
"2003-09-18",90,247,1,50
"2003-09-19",89,232,1,57
"2003-09-20",81,277,3,50
"2003-09-21",87,307,2,56
"2003-09-22",94,204,0,44
"2003-09-23",90,244,3,49
"2003-09-24",85,245,1,46
"2003-09-25",82,208,4,43
"2003-09-26",102,217,1,50
"2003-09-27",76,206,1,63
"2003-09-28",74,273,2,48
"2003-09-29",87,190,2,59
"2003-09-30",68,198,3,41
"2003-10-01",80,207,3,54
"2003-10-02",75,210,2,44
"2003-10-03",70,223,1,66
"2003-10-04",77,271,3,55
"2003-10-05",82,259,4,34
"2003-10-06",86,210,1,51
"2003-10-07",78,291,3,59
"2003-10-08",106,289,2,33
"2003-10-09",94,312,1,50
"2003-10-10",82,270,3,55
"2003-10-11",67,312,0,56
"2003-10-12",87,301,5,53
"2003-10-13",95,230,1,57
"2003-10-14",84,208,2,70
"2003-10-15",84,233,2,55
"2003-10-16",67,261,0,55
"2003-10-17",93,210,5,60
"2003-10-18",71,276,2,54
"2003-10-19",71,240,0,44
"2003-10-20",106,245,2,50
"2003-10-21",87,250,1,66
"2003-10-22",88,241,0,52
"2003-10-23",79,244,1,47
"2003-10-24",90,249,2,65
"2003-10-25",78,237,0,57
"2003-10-26",66,248,1,60
"2003-10-27",78,190,1,49
"2003-10-28",98,233,1,44
"2003-10-29",84,237,2,60
"2003-10-30",81,265,2,44
"2003-10-31",96,324,0,66
"2003-11-01",81,317,4,52
"2003-11-02",70,252,2,53
"2003-11-03",87,209,2,53
"2003-11-04",86,235,2,48
"2003-11-05",87,215,2,43
"2003-11-06",85,228,1,56
"2003-11-07",75,180,0,53
"2003-11-08",60,209,0,43
"2003-11-09",50,221,0,48
"2003-11-10",79,198,5,53
"2003-11-11",81,207,1,53
"2003-11-12",72,194,1,54
"2003-11-13",66,171,4,44
"2003-11-14",79,247,2,42
"2003-11-15",63,229,3,45
"2003-11-16",63,205,2,43
"2003-11-17",84,207,1,47
"2003-11-18",84,201,2,55
"2003-11-19",78,212,4,42
"2003-11-20",84,273,0,46
"2003-11-21",80,248,5,60
"2003-11-22",81,238,2,46
"2003-11-23",51,229,2,49
"2003-11-24",65,208,0,50
"2003-11-25",71,190,0,36
"2003-11-26",70,215,3,38
"2003-11-27",58,241,0,34
"2003-11-28",44,199,0,40
"2003-11-29",50,188,1,41
"2003-11-30",70,214,0,51
"2003-12-01",70,186,1,51
"2003-12-02",68,214,1,34
"2003-12-03",85,209,4,41
"2003-12-04",83,175,2,40
"2003-12-05",64,241,1,46
"2003-12-06",64,189,1,39
"2003-12-07",65,241,2,39
"2003-12-08",72,204,0,50
"2003-12-09",73,189,1,46
"2003-12-10",71,226,2,52
"2003-12-11",72,193,1,45
"2003-12-12",75,209,3,46
"2003-12-13",72,180,3,51
"2003-12-14",57,191,0,46
"2003-12-15",63,201,5,52
"2003-12-16",60,201,1,34
"2003-12-17",62,193,0,36
"2003-12-18",65,181,0,52
"2003-12-19",69,193,0,51
"2003-12-20",62,210,0,59
"2003-12-21",53,230,1,63
"2003-12-22",68,167,1,50
"2003-12-23",65,155,1,58
"2003-12-24",52,163,0,37
"2003-12-25",45,197,0,23
"2003-12-26",69,188,1,42
"2003-12-27",70,223,1,47
"2003-12-28",65,240,1,55
"2003-12-29",71,173,2,41
"2003-12-30",65,167,6,54
"2003-12-31",64,194,1,50
"2004-01-01",90,373,0,37
"2004-01-02",64,205,1,60
"2004-01-03",55,203,0,41
"2004-01-04",59,145,1,32
"2004-01-05",51,149,2,42
"2004-01-06",52,166,0,28
"2004-01-07",59,167,0,45
"2004-01-08",60,216,1,43
"2004-01-09",70,205,0,48
"2004-01-10",63,212,2,44
"2004-01-11",55,209,2,31
"2004-01-12",85,198,0,51
"2004-01-13",78,208,1,33
"2004-01-14",79,205,1,56
"2004-01-15",76,222,1,50
"2004-01-16",86,231,1,42
"2004-01-17",67,223,2,58
"2004-01-18",36,213,1,40
"2004-01-19",41,167,1,27
"2004-01-20",66,178,0,35
"2004-01-21",78,176,2,46
"2004-01-22",55,186,0,47
"2004-01-23",65,215,2,39
"2004-01-24",44,191,0,33
"2004-01-25",53,180,0,33
"2004-01-26",65,183,2,35
"2004-01-27",63,196,2,35
"2004-01-28",74,178,2,36
"2004-01-29",55,176,0,33
"2004-01-30",53,144,2,40
"2004-01-31",62,176,0,35
"2004-02-01",51,214,2,36
"2004-02-02",71,201,2,36
"2004-02-03",77,184,1,43
"2004-02-04",58,187,0,32
"2004-02-05",83,206,3,42
"2004-02-06",73,227,0,28
"2004-02-07",51,247,0,56
"2004-02-08",51,222,4,26
"2004-02-09",75,190,2,35
"2004-02-10",73,190,1,28
"2004-02-11",96,202,1,25
"2004-02-12",52,167,0,29
"2004-02-13",62,202,0,42
"2004-02-14",56,217,1,33
"2004-02-15",53,250,1,37
"2004-02-16",47,165,1,36
"2004-02-17",81,237,0,39
"2004-02-18",84,225,0,35
"2004-02-19",78,239,0,23
"2004-02-20",82,209,1,33
"2004-02-21",57,188,3,33
"2004-02-22",70,244,2,33
"2004-02-23",78,235,1,46
"2004-02-24",70,248,1,29
"2004-02-25",93,213,1,27
"2004-02-26",99,204,2,44
"2004-02-27",94,230,1,43
"2004-02-28",63,254,1,27
"2004-02-29",86,279,4,51
"2004-03-01",88,197,2,48
"2004-03-02",88,240,0,46
"2004-03-03",93,219,0,40
"2004-03-04",69,222,1,37
"2004-03-05",86,231,2,37
"2004-03-06",66,261,2,42
"2004-03-07",59,237,2,39
"2004-03-08",73,251,0,32
"2004-03-09",95,210,0,32
"2004-03-10",94,230,0,32
"2004-03-11",87,219,2,31
"2004-03-12",92,236,1,37
"2004-03-13",64,224,2,54
"2004-03-14",65,256,2,29
"2004-03-15",69,211,1,48
"2004-03-16",82,230,0,27
"2004-03-17",101,224,4,34
"2004-03-18",98,229,3,43
"2004-03-19",84,301,0,41
"2004-03-20",80,291,2,52
"2004-03-21",57,229,2,35
"2004-03-22",86,210,1,31
"2004-03-23",94,289,4,38
"2004-03-24",96,287,4,42
"2004-03-25",114,280,0,41
"2004-03-26",87,223,1,41
"2004-03-27",86,274,0,55
"2004-03-28",74,304,2,38
"2004-03-29",90,266,2,46
"2004-03-30",96,242,1,41
"2004-03-31",71,234,0,40
"2004-04-01",84,241,0,34
"2004-04-02",89,265,0,42
"2004-04-03",76,208,1,35
"2004-04-04",57,244,1,39
"2004-04-05",89,212,2,33
"2004-04-06",98,277,3,33
"2004-04-07",76,271,0,26
"2004-04-08",88,259,2,39
"2004-04-09",73,245,0,38
"2004-04-10",60,267,3,50
"2004-04-11",63,243,0,26
"2004-04-12",52,194,0,35
"2004-04-13",65,165,0,30
"2004-04-14",72,275,1,34
"2004-04-15",66,288,0,43
"2004-04-16",84,269,2,39
"2004-04-17",89,289,2,45
"2004-04-18",68,309,2,31
"2004-04-19",108,258,1,35
"2004-04-20",77,206,0,35
"2004-04-21",77,209,0,43
"2004-04-22",85,201,1,35
"2004-04-23",100,245,2,46
"2004-04-24",77,247,2,49
"2004-04-25",64,244,0,34
"2004-04-26",99,230,1,36
"2004-04-27",82,209,0,43
"2004-04-28",98,258,1,42
"2004-04-29",99,267,2,47
"2004-04-30",78,240,1,46
"2004-05-01",72,214,1,50
"2004-05-02",75,237,0,34
"2004-05-03",98,237,0,35
"2004-05-04",84,250,1,42
"2004-05-05",80,272,0,42
"2004-05-06",97,292,1,39
"2004-05-07",121,264,1,44
"2004-05-08",100,311,2,49
"2004-05-09",68,345,1,49
"2004-05-10",103,297,1,43
"2004-05-11",109,293,3,39
"2004-05-12",110,289,1,54
"2004-05-13",89,276,1,33
"2004-05-14",85,278,1,57
"2004-05-15",78,264,0,50
"2004-05-16",85,295,1,58
"2004-05-17",112,295,1,41
"2004-05-18",97,254,3,54
"2004-05-19",106,255,2,48
"2004-05-20",94,259,1,44
"2004-05-21",107,274,0,41
"2004-05-22",65,267,3,50
"2004-05-23",80,298,1,41
"2004-05-24",73,228,0,41
"2004-05-25",96,274,1,37
"2004-05-26",86,256,2,47
"2004-05-27",87,270,1,48
"2004-05-28",84,266,0,52
"2004-05-29",68,284,1,53
"2004-05-30",84,275,1,50
"2004-05-31",84,261,2,31
"2004-06-01",104,263,0,39
"2004-06-02",105,257,1,38
"2004-06-03",84,252,3,43
"2004-06-04",109,260,0,50
"2004-06-05",101,276,2,43
"2004-06-06",95,343,1,44
"2004-06-07",93,258,1,40
"2004-06-08",111,316,1,43
"2004-06-09",105,298,1,51
"2004-06-10",89,233,1,37
"2004-06-11",93,310,1,47
"2004-06-12",93,285,2,52
"2004-06-13",85,353,2,41
"2004-06-14",105,294,2,38
"2004-06-15",92,289,1,45
"2004-06-16",89,310,1,45
"2004-06-17",97,256,4,35
"2004-06-18",96,259,1,57
"2004-06-19",97,290,1,45
"2004-06-20",89,308,0,46
"2004-06-21",90,254,5,52
"2004-06-22",81,274,1,43
"2004-06-23",83,286,5,33
"2004-06-24",85,217,0,49
"2004-06-25",61,217,0,45
"2004-06-26",96,303,2,51
"2004-06-27",79,323,2,52
"2004-06-28",89,226,2,38
"2004-06-29",84,251,2,48
"2004-06-30",81,265,1,46
"2004-07-01",101,231,4,51
"2004-07-02",86,245,3,49
"2004-07-03",81,298,2,37
"2004-07-04",86,315,0,53
"2004-07-05",90,355,3,49
"2004-07-06",85,244,0,46
"2004-07-07",80,250,4,45
"2004-07-08",84,257,4,45
"2004-07-09",82,220,0,48
"2004-07-10",90,289,3,44
"2004-07-11",73,363,2,36
"2004-07-12",91,249,2,36
"2004-07-13",79,226,1,47
"2004-07-14",110,243,0,43
"2004-07-15",102,256,0,49
"2004-07-16",97,235,2,61
"2004-07-17",104,310,1,60
"2004-07-18",105,325,2,55
"2004-07-19",91,256,1,60
"2004-07-20",94,236,2,49
"2004-07-21",78,235,0,47
"2004-07-22",64,195,6,42
"2004-07-23",75,204,1,50
"2004-07-24",80,264,1,39
"2004-07-25",68,318,2,55
"2004-07-26",77,183,2,43
"2004-07-27",101,256,0,50
"2004-07-28",91,243,1,45
"2004-07-29",101,214,2,54
"2004-07-30",77,259,0,57
"2004-07-31",97,300,2,52
"2004-08-01",85,306,8,56
"2004-08-02",92,265,4,42
"2004-08-03",97,261,1,45
"2004-08-04",83,231,0,30
"2004-08-05",80,236,1,37
"2004-08-06",86,217,1,55
"2004-08-07",107,268,2,42
"2004-08-08",93,320,3,46
"2004-08-09",89,249,0,50
"2004-08-10",84,195,2,53
"2004-08-11",71,180,1,32
"2004-08-12",67,162,0,49
"2004-08-13",73,171,0,47
"2004-08-14",83,268,0,45
"2004-08-15",79,312,7,48
"2004-08-16",71,244,2,37
"2004-08-17",62,253,2,39
"2004-08-18",82,226,2,38
"2004-08-19",83,226,2,49
"2004-08-20",85,238,2,44
"2004-08-21",73,271,2,48
"2004-08-22",75,304,3,53
"2004-08-23",88,253,0,43
"2004-08-24",75,229,0,64
"2004-08-25",58,208,0,47
"2004-08-26",78,238,1,49
"2004-08-27",88,304,1,48
"2004-08-28",93,273,1,57
"2004-08-29",71,275,1,36
"2004-08-30",87,224,1,44
"2004-08-31",74,228,3,47
"2004-09-01",99,227,0,54
"2004-09-02",93,249,1,47
"2004-09-03",70,235,1,61
"2004-09-04",105,297,1,61
"2004-09-05",102,344,0,63
"2004-09-06",81,289,1,45
"2004-09-07",72,178,1,44
"2004-09-08",96,201,1,39
"2004-09-09",80,210,0,24
"2004-09-10",94,227,1,52
"2004-09-11",100,299,3,54
"2004-09-12",76,334,2,45
"2004-09-13",99,249,1,40
"2004-09-14",105,303,0,47
"2004-09-15",76,247,1,33
"2004-09-16",87,264,2,51
"2004-09-17",94,275,2,50
"2004-09-18",104,320,0,59
"2004-09-19",84,309,1,50
"2004-09-20",104,227,2,47
"2004-09-21",105,275,1,43
"2004-09-22",98,217,1,50
"2004-09-23",85,241,1,42
"2004-09-24",86,322,1,48
"2004-09-25",85,258,3,57
"2004-09-26",70,281,0,38
"2004-09-27",77,222,1,43
"2004-09-28",85,245,2,61
"2004-09-29",88,213,2,45
"2004-09-30",91,230,0,48
"2004-10-01",95,246,1,64
"2004-10-02",67,206,1,52
"2004-10-03",62,252,2,41
"2004-10-04",64,184,0,45
"2004-10-05",75,202,0,47
"2004-10-06",98,230,1,42
"2004-10-07",99,229,1,34
"2004-10-08",64,269,0,55
"2004-10-09",79,251,2,35
"2004-10-10",90,242,0,40
"2004-10-11",63,207,1,42
"2004-10-12",86,231,2,50
"2004-10-13",78,246,0,44
"2004-10-14",63,202,2,51
"2004-10-15",64,222,0,54
"2004-10-16",51,222,2,34
"2004-10-17",69,259,0,43
"2004-10-18",79,197,1,50
"2004-10-19",85,208,2,50
"2004-10-20",86,229,1,51
"2004-10-21",95,258,1,49
"2004-10-22",100,275,1,52
"2004-10-23",78,252,2,55
"2004-10-24",75,301,4,44
"2004-10-25",91,265,0,46
"2004-10-26",79,238,0,54
"2004-10-27",98,265,1,38
"2004-10-28",106,230,0,66
"2004-10-29",92,286,1,67
"2004-10-30",69,265,1,54
"2004-10-31",94,375,4,65
"2004-11-01",68,179,1,58
"2004-11-02",77,164,1,50
"2004-11-03",79,207,2,51
"2004-11-04",73,194,3,45
"2004-11-05",77,227,1,59
"2004-11-06",67,226,2,49
"2004-11-07",61,248,1,48
"2004-11-08",77,213,1,42
"2004-11-09",88,241,0,38
"2004-11-10",72,237,1,50
"2004-11-11",53,153,1,63
"2004-11-12",52,182,2,36
"2004-11-13",71,220,0,34
"2004-11-14",56,227,0,42
"2004-11-15",72,189,1,36
"2004-11-16",70,214,0,45
"2004-11-17",88,240,1,50
"2004-11-18",69,193,2,39
"2004-11-19",71,233,2,47
"2004-11-20",68,248,2,63
"2004-11-21",72,238,1,45
"2004-11-22",91,212,1,49
"2004-11-23",87,213,1,48
"2004-11-24",42,161,1,40
"2004-11-25",45,157,1,16
"2004-11-26",49,192,0,45
"2004-11-27",47,191,1,44
"2004-11-28",53,215,1,29
"2004-11-29",65,185,1,51
"2004-11-30",61,189,0,43
"2004-12-01",56,180,1,38
"2004-12-02",77,213,0,41
"2004-12-03",61,233,1,53
"2004-12-04",62,200,1,40
"2004-12-05",62,204,1,33
"2004-12-06",70,227,2,47
"2004-12-07",76,200,1,45
"2004-12-08",77,218,0,43
"2004-12-09",88,248,2,41
"2004-12-10",67,230,1,43
"2004-12-11",59,201,2,44
"2004-12-12",41,196,1,61
"2004-12-13",63,176,0,38
"2004-12-14",56,178,1,28
"2004-12-15",76,195,1,39
"2004-12-16",66,222,0,39
"2004-12-17",75,235,0,49
"2004-12-18",49,167,0,41
"2004-12-19",47,184,1,38
"2004-12-20",54,132,1,58
"2004-12-21",53,163,0,56
"2004-12-22",56,159,0,54
"2004-12-23",49,135,1,46
"2004-12-24",44,138,2,44
"2004-12-25",54,178,5,30
"2004-12-26",46,178,1,30
"2004-12-27",40,160,0,48
"2004-12-28",66,173,3,45
"2004-12-29",63,183,1,40
"2004-12-30",56,181,1,60
"2004-12-31",65,200,0,53
"2005-01-01",69,381,1,46
"2005-01-02",57,193,1,28
"2005-01-03",67,174,0,38
"2005-01-04",62,194,1,54
"2005-01-05",51,174,1,37
"2005-01-06",59,152,0,40
"2005-01-07",78,234,0,37
"2005-01-08",53,185,3,34
"2005-01-09",51,195,0,48
"2005-01-10",65,191,1,45
"2005-01-11",75,202,0,38
"2005-01-12",71,218,1,40
"2005-01-13",71,207,2,43
"2005-01-14",70,196,0,37
"2005-01-15",49,179,1,35
"2005-01-16",38,189,0,33
"2005-01-17",44,139,0,33
"2005-01-18",50,173,0,43
"2005-01-19",57,188,1,30
"2005-01-20",60,173,2,41
"2005-01-21",63,197,3,46
"2005-01-22",44,128,0,43
"2005-01-23",39,169,0,25
"2005-01-24",77,182,1,23
"2005-01-25",72,218,0,52
"2005-01-26",70,176,1,29
"2005-01-27",78,179,0,21
"2005-01-28",54,143,0,36
"2005-01-29",43,203,0,43
"2005-01-30",59,193,0,24
"2005-01-31",64,196,0,27
"2005-02-01",73,168,2,28
"2005-02-02",66,187,3,27
"2005-02-03",68,192,1,44
"2005-02-04",78,221,1,36
"2005-02-05",59,236,1,35
"2005-02-06",52,227,1,32
"2005-02-07",56,196,1,32
"2005-02-08",75,200,1,34
"2005-02-09",72,207,0,41
"2005-02-10",73,202,0,32
"2005-02-11",74,222,1,35
"2005-02-12",70,203,2,29
"2005-02-13",46,204,0,43
"2005-02-14",74,209,0,17
"2005-02-15",73,191,0,37
"2005-02-16",73,218,0,33
"2005-02-17",73,189,0,41
"2005-02-18",70,206,0,40
"2005-02-19",56,207,0,27
"2005-02-20",56,195,0,21
"2005-02-21",54,173,3,35
"2005-02-22",78,167,1,38
"2005-02-23",90,197,0,34
"2005-02-24",71,222,0,29
"2005-02-25",73,252,0,40
"2005-02-26",53,221,1,37
"2005-02-27",53,187,1,35
"2005-02-28",59,201,4,30
"2005-03-01",74,197,0,35
"2005-03-02",64,191,0,30
"2005-03-03",93,241,1,39
"2005-03-04",83,239,2,48
"2005-03-05",70,221,2,26
"2005-03-06",66,280,3,28
"2005-03-07",50,145,0,35
"2005-03-08",92,183,0,36
"2005-03-09",70,188,2,32
"2005-03-10",67,192,1,36
"2005-03-11",57,210,0,42
"2005-03-12",56,224,1,32
"2005-03-13",65,223,0,43
"2005-03-14",84,203,2,30
"2005-03-15",76,236,4,45
"2005-03-16",79,248,3,35
"2005-03-17",86,236,2,35
"2005-03-18",88,236,3,38
"2005-03-19",64,244,1,54
"2005-03-20",72,220,1,38
"2005-03-21",67,183,0,34
"2005-03-22",48,151,2,31
"2005-03-23",51,163,1,29
"2005-03-24",71,174,0,47
"2005-03-25",50,174,0,49
"2005-03-26",67,205,2,38
"2005-03-27",68,255,2,30
"2005-03-28",91,223,1,35
"2005-03-29",75,282,0,28
"2005-03-30",91,246,1,40
"2005-03-31",79,209,0,20
"2005-04-01",107,239,1,67
"2005-04-02",64,241,2,54
"2005-04-03",76,225,2,28
"2005-04-04",85,245,1,38
"2005-04-05",103,311,2,41
"2005-04-06",91,308,0,43
"2005-04-07",86,271,0,33
"2005-04-08",83,318,2,36
"2005-04-09",74,261,2,42
"2005-04-10",98,306,3,31
"2005-04-11",97,271,2,46
"2005-04-12",81,205,2,42
"2005-04-13",72,229,0,43
"2005-04-14",91,272,1,40
"2005-04-15",72,221,3,46
"2005-04-16",72,280,0,41
"2005-04-17",82,315,1,27
"2005-04-18",94,246,1,42
"2005-04-19",91,297,2,48
"2005-04-20",80,215,1,38
"2005-04-21",83,222,1,36
"2005-04-22",68,211,0,41
"2005-04-23",55,183,1,44
"2005-04-24",69,245,2,34
"2005-04-25",90,245,1,40
"2005-04-26",90,232,0,25
"2005-04-27",95,251,0,27
"2005-04-28",72,216,0,39
"2005-04-29",77,234,0,52
"2005-04-30",69,263,3,37
"2005-05-01",67,226,2,34
"2005-05-02",76,226,1,29
"2005-05-03",82,244,0,54
"2005-05-04",99,241,1,39
"2005-05-05",97,268,3,38
"2005-05-06",89,314,1,34
"2005-05-07",63,283,1,43
"2005-05-08",85,342,1,40
"2005-05-09",92,327,1,45
"2005-05-10",86,306,2,33
"2005-05-11",87,232,0,50
"2005-05-12",84,256,0,35
"2005-05-13",91,259,2,35
"2005-05-14",66,246,3,54
"2005-05-15",64,280,2,34
"2005-05-16",96,230,0,40
"2005-05-17",93,268,4,50
"2005-05-18",82,269,0,38
"2005-05-19",74,203,2,42
"2005-05-20",81,286,0,42
"2005-05-21",80,296,3,37
"2005-05-22",74,324,5,44
"2005-05-23",82,234,1,31
"2005-05-24",99,243,0,40
"2005-05-25",96,254,0,37
"2005-05-26",101,266,0,35
"2005-05-27",101,253,1,39
"2005-05-28",74,254,0,31
"2005-05-29",83,282,2,43
"2005-05-30",87,287,3,40
"2005-05-31",95,216,2,49
"2005-06-01",84,239,0,43
"2005-06-02",84,224,1,53
"2005-06-03",91,229,1,36
"2005-06-04",85,271,1,47
"2005-06-05",92,317,2,41
"2005-06-06",95,274,3,38
"2005-06-07",82,292,0,51
"2005-06-08",95,280,2,48
"2005-06-09",91,284,2,41
"2005-06-10",94,337,2,37
"2005-06-11",96,298,4,43
"2005-06-12",88,332,0,58
"2005-06-13",105,308,1,55
"2005-06-14",95,265,2,34
"2005-06-15",80,221,1,47
"2005-06-16",73,247,2,51
"2005-06-17",95,271,1,59
"2005-06-18",66,277,4,52
"2005-06-19",87,315,1,45
"2005-06-20",98,236,2,47
"2005-06-21",90,241,3,45
"2005-06-22",78,215,1,33
"2005-06-23",83,227,4,48
"2005-06-24",77,270,0,44
"2005-06-25",85,334,4,45
"2005-06-26",79,330,1,57
"2005-06-27",83,256,1,47
"2005-06-28",75,264,4,69
"2005-06-29",111,235,0,54
"2005-06-30",92,252,0,43
"2005-07-01",64,236,1,56
"2005-07-02",73,266,0,41
"2005-07-03",64,286,3,40
"2005-07-04",78,304,2,52
"2005-07-05",101,266,0,53
"2005-07-06",79,205,2,39
"2005-07-07",74,216,2,52
"2005-07-08",84,241,3,51
"2005-07-09",83,316,1,58
"2005-07-10",91,314,6,42
"2005-07-11",84,228,3,61
"2005-07-12",87,214,2,46
"2005-07-13",115,242,2,48
"2005-07-14",84,226,1,45
"2005-07-15",108,254,2,66
"2005-07-16",104,334,3,63
"2005-07-17",98,318,1,53
"2005-07-18",79,252,1,54
"2005-07-19",73,238,0,50
"2005-07-20",74,234,0,55
"2005-07-21",81,237,1,43
"2005-07-22",76,261,0,51
"2005-07-23",79,282,3,73
"2005-07-24",75,284,3,57
"2005-07-25",77,275,2,51
"2005-07-26",57,203,3,43
"2005-07-27",76,213,1,58
"2005-07-28",83,238,1,52
"2005-07-29",90,243,2,45
"2005-07-30",77,310,3,48
"2005-07-31",86,310,4,50
"2005-08-01",92,238,3,68
"2005-08-02",88,243,1,46
"2005-08-03",79,238,2,63
"2005-08-04",79,265,0,43
"2005-08-05",98,256,3,44
"2005-08-06",80,297,2,34
"2005-08-07",97,284,3,55
"2005-08-08",84,227,0,57
"2005-08-09",80,235,3,43
"2005-08-10",86,244,0,47
"2005-08-11",73,219,3,49
"2005-08-12",73,229,1,49
"2005-08-13",64,263,4,54
"2005-08-14",72,257,3,39
"2005-08-15",72,212,2,44
"2005-08-16",70,219,4,36
"2005-08-17",70,195,1,45
"2005-08-18",71,209,4,43
"2005-08-19",80,251,1,37
"2005-08-20",80,290,0,52
"2005-08-21",83,316,1,41
"2005-08-22",77,225,1,54
"2005-08-23",66,202,2,38
"2005-08-24",76,229,0,62
"2005-08-25",81,244,3,50
"2005-08-26",86,260,3,51
"2005-08-27",80,282,0,69
"2005-08-28",86,325,0,64
"2005-08-29",100,246,1,57
"2005-08-30",81,213,1,58
"2005-08-31",88,209,1,31
"2005-09-01",82,177,2,69
"2005-09-02",72,220,0,47
"2005-09-03",60,279,0,51
"2005-09-04",85,306,3,54
"2005-09-05",76,278,0,40
"2005-09-06",82,185,0,31
"2005-09-07",90,224,0,47
"2005-09-08",75,244,0,46
"2005-09-09",102,229,0,56
"2005-09-10",86,316,4,50
"2005-09-11",87,327,3,61
"2005-09-12",94,236,1,41
"2005-09-13",96,260,0,50
"2005-09-14",94,252,1,43
"2005-09-15",86,209,0,51
"2005-09-16",86,241,0,46
"2005-09-17",79,284,5,50
"2005-09-18",82,302,2,52
"2005-09-19",84,231,2,38
"2005-09-20",97,255,1,55
"2005-09-21",92,260,0,50
"2005-09-22",85,230,2,57
"2005-09-23",83,246,0,56
"2005-09-24",84,238,1,55
"2005-09-25",63,283,1,66
"2005-09-26",88,258,0,48
"2005-09-27",90,264,0,40
"2005-09-28",75,216,2,37
"2005-09-29",77,217,1,29
"2005-09-30",72,253,1,50
